Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company368,Failed,No Info,No Info,144,Media Hosting,Network / Hosting / Infrastructure|Publishing,web,,,,No,,,,United States,North America,1,0,2,0,2,No Info,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,21,mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,15,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,No,No Info,12992,No,No,No,2,Low,4,No Info,No Info,No Info,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company369,Success,2007,7,702,SaaS Marketing Automation,Analytics|Marketing,analytics,,197,2,yes,1/1/2007,,,United States,North America,1,0,2,0,4,5000,No,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,arts,No,Yes,Tier_1,500,Low,0,0,0,High,363,None,21,High,Low,No,No,Low,No Info,Yes,No,No,No,No,Yes,No Info,7941,Yes,Yes,No,2,Medium,2,833.3,No Info,Yes,1,1,Trigger,5 to 10,6.666666667,0,28.33333333,22.5,3.333333333,3.333333333,22.5,6.666666667,3.333333333,0,0,0,0,3.333333333,5
Company370,Failed,2010,4,-6,YouTube for pictures,Analytics|Social Networking|Network / Hosting / Infrastructure,MARKETING,,0,,No,9/1/2010,,,France,Europe,1,0,1,0,1,1,No,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,No Info,No,No,Yes,No,No,No,No Info,No Info,Yes,Yes,No,2,Medium,2,0,No Info,Not Applicable,1,1,Slope,2 to 5,10,0,30,10,0,10,20,20,0,0,0,0,0,0,4
Company371,Failed,2012,2,68,Cloud Virtualized DataCenter Analysis,Cloud Computing|Analytics,software ,GCP Capital Partners,14,17,YES,2/10/2012,4/2/2014,1200000,Austria,Europe,0,0,2,0,2,14,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,Yes,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,21,management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Medium,No Info,No,No,No,No,No,No,Medium,1869138,No,No,No Info,3,Medium,0,No Info,1.2,Not Applicable,20,20,Trough,2 to 5,0,0,94.11764706,0,0,0,0,0,0,5.882352941,0,0,0,0,8
Company372,Success,2010,4,154,Predictive Analytics for Online Media,Media|Analytics,analytics,Lerer Ventures|SV Angel|Kima Ventures|NYC Seed|IA Ventures|SoftBank,5,0,No,3/1/2010,1/26/2012,1700000,United States,North America,4,0,2,0,3,3,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,fine arts,Yes,No,None,246,None,0,0,0,None,1,None,25,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,Medium,327029,No,No,No Info,3,Medium,0,No Info,1.7,Not Applicable,12,5,Peak,2 to 5,15.03267974,0,7.843137255,24.18300654,0,27.58169935,10.32679739,4.183006536,2.222222222,6.666666667,0,0,0,1.960784314,6
Company373,Success,2008,6,3,,,analytics,Rho Capital Partners,2,0,No,10/1/2008,7/7/2010,3750000,United States,North America,0,0,3,0,3,3,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21,business,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,14,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,Low,No Info,No,No,No Info,4,High,0,No Info,3.75,Yes,20,No Info,Trigger,2 to 5,7.326007326,0,4.945054945,19.78021978,4.761904762,12.63736264,9.706959707,5.128205128,2.380952381,0,0,0,0,0,0
Company374,Failed,2005,9,126,Enterprise Ready Social Media Monitoring,,analytics,In-Q-Tel|Investor Growth Capital|Ignition Partners|WPP|Centurion Holdings,89,-1,yes,1/1/2005,11/12/2013,1402652,United States,North America,0,2,3,1,5,87,No,6,high,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,High,High,Yes,Medium,Bachelors,18,economics,Yes,No,None,500,Medium,0,0,0,High,0,None,25,Medium,Low,Yes,No,Medium,Average,No,No,Yes,Yes,No,No,Low,325240,Yes,Yes,No Info,4,High,3,No Info,24,Yes,12,12,Trigger,5 to 10,0,5.555555556,0,0,11.11111111,0,16.66666667,0,5.555555556,0,0,0,11.11111111,0,7
Company375,Failed,2008,6,0,The Bloomberg of Wind,Energy,analytics,James P. Lang|Paul Chernick|Mass Clean Energy Center,,,No,7/31/2008,1/1/2010,1025000,United States,North America,0,0,1,0,1,1,No,0,medium,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21,marketing,Yes,No,Tier_1,500,Medium,0,0,0,High,0,None,14,Low,Low,Yes,No,Medium,No Info,No,No,No,No,No,No,Low,15735768,No,No,No Info,4,High,0,No Info,1,Yes,24,20,Trigger,5 to 10,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company376,Success,No Info,,60,,,curated web,Sutter Hill Ventures|Trinity Ventures|Pejman Nozad,,,No,,1/1/2006,6700000,United States,North America,0,0,0,0,4,10,No,0,Nothing,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Cloud,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Masters,21,business,Yes,No,Tier_1,500,Medium,0,0,0,High,0,None,17,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,Low,555837,No,No,No Info,4,High,2,No Info,6.7,No Info,12,20,Peak,2 to 5,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company377,Success,No Info,,-182,,Cloud Computing|Media,social,Greylock Partners|Gemini Israel Funds,,,No,,7/1/2007,2000000,Israel,Asia,1,0,1,0,1,12,No,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Low,No Info,No Info,,No Info,Yes,None,207,None,0,0,0,None,0,None,0,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,96532,No,No,No Info,3,Medium,2,No Info,2,Yes,2,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company378,Failed,2007,7,0,,Entertainment|Media,operation,Evergreen Venture Partners|Sefi Visiger|Yair Goldfinger|Arik Vardi|Eilon Tirosh,,,No,8/1/2007,6/1/2007,3500000,Israel,Asia,0,1,2,0,2,9,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,none,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Medium,No Info,No Info,,Yes,No,None,500,Medium,0,0,0,None,0,None,19,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,No Info,No,No,No Info,3,Medium,3,No Info,1,No,2,No Info,Plateau,0 to 2,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company379,Success,2010,4,61,Customer Service Wiki,,operation,True Ventures|Bullpen Capital|500 Startups|Founder Collective|Lowercase Capital|Felicis Ventures|SV Angel|Mark Goines|Russ Siegelman|Naval Ravikant|Shervin Pishevar|Joe Beninato|Transmedia Capital,0,-100,No,2/2/2010,2/28/2012,2700000,United States,North America,12,0,0,0,1,1,No,1,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,none,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,High,High,No,Medium,Bachelors,18,aerospace,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,20,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,1167795,No,No,No Info,2,Low,0,No Info,2.7,Not Applicable,10,20,Plateau,0 to 2,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company380,Success,2005,9,1,free social web browser,,operation,Bessemer Venture Partners|Shasta Ventures|Catamount Ventures|Fidelity Ventures,33,10,No,1/1/2005,5/22/2008,15000000,United States,North America,0,2,3,0,2,31,No,2,Nothing,No,Medium,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Low,Bachelors,18,law,Yes,No,Tier_2,500,Medium,0,0,0,None,0,None,23,Medium,Medium,Yes,No,Low,Very Good,No,No,No,No,No,No,No Info,525906,No,No,No Info,3,High,4,No Info,15,Yes,1,12,Plateau,2 to 5,7.142857143,0,25,0,0,0,7.142857143,7.142857143,3.571428571,0,0,0,0,0,7
Company381,Failed,2011,3,113,Saving the world one pixel at a time,CleanTech|Energy,operation,Flash Forward Ventures,26,-4,yes,2/22/2011,6/5/2012,14000000,United States,North America,0,0,3,0,3,20,No,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,High,Yes,Medium,No Info,No Info,,No Info,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Medium,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,644516,No,Yes,No Info,3,Medium,3,No Info,1,Not Applicable,1,12,Peak,2 to 5,10.52631579,5.263157895,5.263157895,0,10.52631579,0,26.31578947,15.78947368,5.263157895,10.52631579,0,5.263157895,0,5.263157895,2
Company382,Failed,2011,3,119,"Big Data, Better Health",Healthcare|Analytics|Mobile|Food & Beverages,operation,Khosla Ventures|True Ventures|Romulus Capital|TechStars|Rock Health|James Joaquin|Walt Winshall|Bill Warner|Ty Curry|Kapor Capital|Eniac Ventures|LaunchCapital|Richard Dale,21,5,yes,1/1/2011,11/28/2012,6500000,United States,North America,12,0,4,0,3,26,No,3,Nothing,No,Small,No,No,No,No,Product,No,no,No,no,No,Platform,local,Linear,Yes,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,None,High,No,Low,No Info,No Info,no,No,No,None,500,Medium,0,0,0,None,0,None,21,Medium,High,Yes,No,Low,Average,No,No,No,No,No,No,No Info,480111,No,No,No Info,4,High,0,No Info,6.5,Not Applicable,1,12,Peak,2 to 5,15.28520499,1.960784314,16.28787879,10.04901961,0,25.4456328,12.00980392,4.166666667,1.960784314,8.912655971,0,1.960784314,0,1.960784314,6
Company383,Failed,2010,4,169,Real time healthcare market research,Healthcare|Market Research|Mobile,operation,LaunchPad Venture Group|Walnut Venture Associates|Nauta Capital,28,4,yes,10/1/2010,9/5/2012,2200000,United States,North America,0,0,4,0,4,30,No,2,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,no,No,none,local,Linear,Yes,None,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Bachelors,18,nursing,No,No,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,High,Yes,No,Low,No Info,No,No,No,No,No,No,Low,899614,No,Yes,No Info,4,High,0,No Info,2.2,Not Applicable,24,12,Peak,2 to 5,6.197478992,0,1.388888889,36.44957983,2.941176471,12.90849673,18.51073763,0,9.056956116,12.54668534,0,0,0,0,7
Company384,Failed,2010,4,516,Salesforce Analytics for SMBs,Human Resources (HR)|Analytics|Marketing|Career / Job Search,operation,Atlas Venture|NextView Ventures|GrandBanks Capital|CommonAngels|Michael McDerment|Dharmesh Shah|Draper Fisher Jurvetson (DFJ)|Salesforce|Bessemer Venture Partners,71,4,yes,11/1/2010,6/4/2013,8000000,United States,North America,6,0,6,7,6,74,No,2,Nothing,Yes,Large,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,global,Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,21,business,Yes,No,Tier_1,500,Medium,1,0,0,None,0,None,0,Medium,High,Yes,No,Medium,Very Good,No,No,No,No,No,No,High,69882,Yes,Yes,No Info,4,High,0,No Info,8,Not Applicable,12,12,Trough,2 to 5,3.921568627,0,5.882352941,5.882352941,1.960784314,3.921568627,5.882352941,1.960784314,0,1.960784314,0,0,0,1.960784314,7
Company385,Failed,2011,3,329,Social Media Marketing,,analytics,RBC Venture Partners|Gibraltar Business Capital|Blue Chip Venture Company|Idealab|Oak Investment Partners|Stripes Group|TA Associates,46,5,No,10/1/2011,5/7/2013,8000000,United States,North America,2,0,3,3,10,56,No,2,Nothing,Yes,Large,Yes,Yes,No,Yes,Product,No,Both,Yes,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Masters,21,business,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,25,Medium,High,Yes,No,Low,No Info,No,No,No,No,No,No,Medium,619877,No,Yes,No Info,4,High,0,No Info,18,Not Applicable,12,12,Plateau,2 to 5,1.851851852,1.851851852,12.96296296,24.07407407,3.703703704,3.703703704,11.11111111,1.851851852,1.851851852,3.703703704,0,0,0,0,8
Company386,Failed,No Info,,81,,Healthcare,analytics,Enhanced Equity Fund|Radius Ventures,88,14,yes,,4/27/2010,7000000,United States,North America,0,0,1,2,1,94,No,0,Nothing,Yes,Medium,Yes,Yes,No,Yes,Service,No,no,Yes,Both,No,Platform,local,Linear,Yes,None,No,No,No,Yes,No,Yes,No,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,21,business,Yes,Yes,Tier_2,500,Medium,0,0,0,None,0,None,25,Medium,High,No,No,Low,No Info,No,No,No,No,No,No,No Info,2083910,No,Yes,No Info,4,High,0,No Info,7,No Info,No Info,No Info,Peak,2 to 5,11.11111111,5.555555556,16.66666667,0,0,0,27.77777778,5.555555556,33.33333333,0,0,0,0,0,0
Company387,Failed,2006,8,263,big data platform,,analytics,Matrix Partners|Sutter Hill Ventures|Costanoa Venture Capital,139,2,No,12/10/2006,9/1/2010,30000000,United States,North America,0,0,4,2,10,143,No,0,low,No,Small,Yes,Yes,No,No,Service,No,Both,No,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Masters,21,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Low,High,No,No,Low,Good,No,No,No,Yes,No,No,No Info,253992,No,No,No Info,4,High,0,No Info,30,Yes,40,40,Peak,2 to 5,13.33333333,0,0,13.33333333,0,0,6.666666667,0,0,0,0,0,0,0,3
Company388,Failed,2010,4,367,World's best data scientists,Software Development|Analytics,analytics,Index Ventures|Khosla Ventures|SV Angel|Yuri Milner|Max Levchin|Hal Varian|Gil Elbaz|Data Collective|Voyager Capital|Naval Ravikant|Founders Den,26,4,yes,4/1/2010,11/2/2011,11000000,United States,North America,0,0,2,0,4,28,No,0,low,No,Medium,No,No,No,No,Service,No,Both,No,Both,No,Platform,global,Non-Linear,No,None,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,Yes,Medium,Masters,21,economics,Yes,Yes,Tier_1,500,None,0,0,0,None,2,None,18,Medium,High,No,No,Low,No Info,No,No,No,No,No,No,Medium,37120,Yes,Yes,No Info,4,High,0,No Info,11,Not Applicable,12,12,Trough,2 to 5,0,0,39.28571429,0,0,60.71428571,0,0,0,0,0,0,0,0,1
Company389,Failed,2009,5,357, Daa Management Platform,Media,management,Accel Partners|IDG Ventures|The Entrepreneurs' Fund III,39,3,No,12/1/2009,9/21/2011,11000000,United States,North America,0,0,2,2,4,41,No,0,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,cs,Yes,No,Tier_2,500,None,0,0,0,None,0,None,21,High,High,No,No,Medium,No Info,No,No,No,No,No,No,No Info,161711,No,No,No Info,4,High,1,No Info,11,Not Applicable,18,12,Trough,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Company390,Failed,No Info,,75,,Analytics,analytics,Fortisure Ventures,63,5,yes,,5/7/2012,2250000,United States,North America,0,0,1,1,2,74,No,0,low,Yes,Small,Yes,Yes,No,No,Product,No,no,No,Both,No,Platform,local,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21,business,Yes,Yes,Tier_1,500,Medium,1,1,0,None,2,None,25,Medium,High,No,No,Medium,Good,No,No,No,No,No,No,No Info,1718511,No,Yes,No Info,4,High,1,No Info,2,No Info,No Info,No Info,Peak,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Company391,Failed,No Info,,241,Unified Data Platform,,analytics,Sigma West|Creandum,,,yes,,3/12/2014,5200000,United States,North America,1,0,2,2,4,18,No,1,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,Yes,Platform,local,Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,High,Yes,Low,Masters,21,engg,Yes,Yes,None,500,Medium,0,0,0,None,1,None,25,High,High,Yes,Yes,Low,No Info,No,No,No,No,No,No,No Info,848616,Yes,Yes,No Info,4,High,1,No Info,5.2,No Info,No Info,No Info,Peak,2 to 5,0,3.921568627,14.50980392,6.405228758,1.960784314,6.666666667,14.50980392,4.183006536,0,14.50980392,0,0,0,0,5
Company392,Failed,2008,6,-19,,energy|analytics,analytics,Felicis Ventures,18,6,No,1/1/2008,7/2/2012,3000000,United States,North America,0,1,2,1,4,20,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,Low,Bachelors,18,engg,Yes,Yes,Tier_2,500,None,0,0,0,None,0,None,13,High,High,Yes,Yes,Low,No Info,No,No,No,No,No,No,No Info,No Info,Yes,Yes,No Info,4,High,0,No Info,4.7,Yes,24,12,Trigger,5 to 10,16.66666667,8.333333333,16.66666667,0,0,0,16.66666667,8.333333333,0,25,0,0,0,8.333333333,0
Company393,Failed,2011,3,-37,College Prep Done Right,Education,operation,,0,,,4/1/2011,,,United States,North America,0,0,3,0,3,No Info,No,0,No Info,No,Small,Yes,No,No,Yes,Service,No,no,No,Both,No,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company394,Failed,2010,4,-62,,Search,,,2,0,,5/20/2010,5/20/2010,200000,,,1,0,1,0,2,No Info,No,0,No Info,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company395,Failed,No Info,,,,,security,,,,,,,,,,0,0,0,1,1,No Info,No,0,No Info,No,Small,No,No,No,Yes,Service,No,no,No,no,No,No Info,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company396,Failed,2006,8,0,,Advertising,advertising,,,,,3/23/2006,,,United States,North America,0,0,1,0,1,No Info,No,0,No Info,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,0,5.555555556,5.555555556,38.88888889,5.555555556,0,16.66666667,5.555555556,22.22222222,0,0,0,0,0,5
Company397,Failed,2009,5,-4,,Advertising|Mobile|Marketing,advertising,,,,,10/4/2009,,,United States,North America,0,0,2,1,2,No Info,No,0,No Info,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company398,Failed,2008,6,16,Email ad targeting network,Email,advertising,European Founders Fund|Auren Hoffman|Patrick McKenna|Oliver Jung|Lukasz Gadowski|Javelin Venture Partners,,,,2/1/2008,5/15/2009,1000000,United States,North America,6,0,2,1,2,No Info,No,0,No Info,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company399,Failed,2013,1,22,,Advertising|Marketing|Search,marketing,,,,,4/16/2013,4/1/2004,100000,Canada,North America,1,0,2,0,3,No Info,No,0,No Info,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Yes,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
